#Creator: pendulumSimpleEventBuffer
#Creation time: Wed Mar  2 16:15:06 2016
#Id	Edge	Time
#[]	[b]	[s]
992	0	530.730756
993	1	530.776524
994	0	531.733944
995	1	531.779852
996	0	532.864068
997	1	532.910064
998	0	533.866976
999	1	533.913088
1000	0	534.997396
1001	1	535.043576
1002	0	535.999980
1003	1	536.046300
1004	0	537.130656
1005	1	537.177068
1006	0	538.132964
1007	1	538.179504
1008	0	539.263916
1009	1	539.310548
1010	0	540.265940
1011	1	540.312696
1012	0	541.397152
1013	1	541.443996
1014	0	542.398852
1015	1	542.445816
1016	0	543.530460
1017	1	543.577524
1018	0	544.531772
1019	1	544.578960
1020	0	545.663652
1021	1	545.710924
1022	0	546.664688
1023	1	546.712096
1024	0	547.796864
1025	1	547.844344
1026	0	548.797580
1027	1	548.845216
1028	0	549.930056
1029	1	549.977768
1030	0	550.930468
1031	1	550.978320
1032	0	552.063216
1033	1	552.111160
1034	0	553.063316
1035	1	553.111380
1036	0	554.196348
1037	1	554.244496
1038	0	555.196120
1039	1	555.244408
1040	0	556.329464
1041	1	556.377848
1042	0	557.328868
1043	1	557.377384
1044	0	558.462556
1045	1	558.511156
1046	0	559.461608
1047	1	559.510332
1048	0	560.595600
1049	1	560.644424
1050	0	561.594336
1051	1	561.643320
1052	0	562.728608
1053	1	562.777684
1054	0	563.727032
1055	1	563.776244
1056	0	564.861584
1057	1	564.910880
1058	0	565.859744
1059	1	565.909172
1060	0	566.994560
1061	1	567.044080
1062	0	567.992376
1063	1	568.042032
1064	0	569.127508
1065	1	569.177276
1066	0	570.124980
1067	1	570.174880
1068	0	571.260484
1069	1	571.310468
1070	0	572.257572
1071	1	572.307708
1072	0	573.393376
1073	1	573.443596
1074	0	574.390180
1075	1	574.440552
1076	0	575.526244
1077	1	575.576696
1078	0	576.522720
1079	1	576.573336
1080	0	577.659128
1081	1	577.709824
1082	0	578.655268
1083	1	578.706108
1084	0	579.791992
1085	1	579.842936
1086	0	580.787804
1087	1	580.838876
1088	0	581.924860
1089	1	581.976036
1090	0	582.920284
1091	1	582.971608
1092	0	584.057684
1093	1	584.109104
1094	0	585.052724
1095	1	585.104308
1096	0	586.190380
1097	1	586.242056
1098	0	587.185108
1099	1	587.236940
1100	0	588.323172
1101	1	588.375096
1102	0	589.317536
1103	1	589.369620
1104	0	590.455896
1105	1	590.508088
1106	0	591.449892
1107	1	591.502220
1108	0	592.588604
1109	1	592.641036
1110	0	593.582276
1111	1	593.634860
1112	0	594.721280
1113	1	594.773956
1114	0	595.714612
1115	1	595.767440
1116	0	596.853948
1117	1	596.906896
1118	0	597.846940
1119	1	597.900044
1120	0	598.986644
1121	1	599.039836
1122	0	599.979208
1123	1	600.032572
1124	0	601.119292
1125	1	601.172752
1126	0	602.111500
1127	1	602.165120
1128	0	603.251900
1129	1	603.305632
1130	0	604.243748
1131	1	604.297620
1132	0	605.384492
1133	1	605.438480
1134	0	606.375992
1135	1	606.430128
1136	0	607.517084
1137	1	607.571312
1138	0	608.508216
1139	1	608.562616
1140	0	609.649664
1141	1	609.704176
1142	0	610.640376
1143	1	610.695040
1144	0	611.782196
1145	1	611.836976
